Key,ptBR
Message_TutorialPopup_UltraciteWeapons_Hint,Dica: Armas de Ultracita causam dano extra a Scorched.
Message_TutorialPopup_BuildUltraciteMine_Title,Ultracita
Message_TutorialPopup_BuildUltraciteMine_Body,"O seu Vault está sobre um mineral valioso chamado Ultracita.

Construa uma Mina de Ultracita para coletá-lo e crie poderosas Armas de Ultracita na Oficina de Armas de Ultracita.

Você vai precisar delas para se defender dos Scorched!"
Message_TutorialPopup_BuildUltraciteMine_Hint,Dica: Dwellers com alta Resistência reduzirão significativamente o cronômetro de extração. Não passe a vida esperando!
Message_TutorialPopup_BuildUltraciteWeaponFactory_Title,Fabricando Armas de Ultracita
Message_TutorialPopup_BuildUltraciteWeaponFactory_Body,"É hora de revidar contra os Scorched!

Construa uma Oficina de Armas de Ultracita para fabricar poderosas Armas de Ultracita e defender o seu Vault."
Message_TutorialPopup_BuildUltraciteWeaponFactory_Hint,Dica: Armas de Ultracita causam dano extra a Scorched.
Message_Tutorial_SeasonIntroduction,Bem-vindo ao {SEASONS}! Agora você pode completar {CHALLENGES} e subir de rank no {SEASON PASS} para ganhar recompensas durante a vida útil deste {EXPERIMENTAL VAULT}.
Message_Tutorial_SeasonOpenModal,"Primeiro, {SELECT} o {SEASON BUTTON}."
Message_Tutorial_SeasonChallenges,Complete {CHALLENGES} para progredir no {SEASON PASS}. Novos desafios são desbloqueados a cada semana.
Message_Tutorial_SeasonOpenBattlePass,"Agora, {SELECT} a aba {SEASON PASS}."
Message_Tutorial_SeasonBattlePass,Ganhar {RANKS} no {SEASON PASS} lhe concede {REWARDS} que podem ser reivindicadas em cada um dos seus Vaults.
Message_Tutorial_SeasonUnlockBattlePass,{UPGRADE} o {SEASON PASS} para obter {REWARDS} ainda melhores!
Message_Tutorial_SeasonOpenLeaderboard,"Agora, {SELECT} a aba {LEADERBOARD}."
Message_Tutorial_SeasonLeaderboard,Complete ações no seu {EXPERIMENT VAULT} para ganhar {POINTS} e reivindicar {REWARDS}. Desafie seus {FRIENDS} para ver quem é o melhor {OVERSEER}!
Message_Tutorial_ScorchedTimerIntroduction,{SCORCHED RAIDS} ocorrerão a cada poucos dias. O {TIME} até a próxima {RAID} é exibido no canto superior esquerdo.
Message_Tutorial_ScorchedTimerOpen,{TAP} no cronômetro para ver mais detalhes sobre o próximo {SCORCHED RAID}.
Message_Tutorial_ScorchedTimerOpen_PC,{CLICK} no cronômetro para ver mais detalhes sobre o próximo {SCORCHED RAID}.
Message_Tutorial_ScorchedTimerOpen_Xbox,{SELECT} o cronômetro para ver mais detalhes sobre o próximo {SCORCHED RAID}.
Message_Tutorial_ScorchedEnemies,{SCORCHED RAIDS} terão mais inimigos e aumentarão em {DIFFICULTY} conforme a temporada avança.
Message_Tutorial_ScorchedEarlyAttack,Você pode iniciar um {SCORCHED RAID} mais cedo se restar menos de {12 HOURS}. Mas certifique-se de estar preparado!
Message_Tutorial_ScorchedAttackFail,Os Scorched derrotaram todos os seus Dwellers. Mas você terá outra chance... e os sistemas médicos aprimorados da Vault-Tec reviviram todos gratuitamente!
Message_ScorchedConfirmationPopup,Isso iniciará o ataque Scorched antecipadamente. Está pronto?
Vaultboy_Message_ScorchedRaidSuccess,VITÓRIA! VOCÊ OS RECHAÇOU!
Vaultboy_Message_ScorchedRaidFail,DERROTA! VOCÊ OS PEGARÁ DA PRÓXIMA VEZ
Message_CannotClaimInExVault,Você deve estar em um Vault Padrão para reivindicar esta recompensa.
Message_CannotBuildUltraciteMine,SEM ESPAÇOS DE CONSTRUÇÃO VÁLIDOS. MINAS DE ULTRACITA DEVEM SER CONSTRUÍDAS SOBRE UM DEPÓSITO DE ULTRACITA E CONECTADAS AO VAULT.
QuestLoc_VacateTheNovac_QuestLineName,Desocupar Novac
QuestLoc_EvictionNotice_QuestName,Aviso de Despejo
QuestLoc_EvictionNotice_QuestLongDesc,"O motel Dino Dee-Lite em Novac já foi um centro movimentado, agora tomado por Raiders que se chamam Khans. Vamos transformá-lo de volta em motel."
QuestLoc_EvictionNotice_QuestShortDesc,Tire os Khans do motel Dino Dee-Lite em Novac.
QuestLoc_EvictionNotice_QuestObjective1,Peça aos Khans que vão embora
QuestLoc_EvictionNotice_CombatInit1,Ei! Estávamos tirando uma soneca!
QuestLoc_EvictionNotice_Question1,Este é território Khan! O que você quer?
QuestLoc_EvictionNotice_Question1_Choice1,Será que não pode deixar de ser território Khan?
QuestLoc_EvictionNotice_Question1_Answer1,Isso soa como um desafio! Vamos lutar!
QuestLoc_EvictionNotice_Question1_Choice2,"Na verdade, isso aqui é um motel."
QuestLoc_EvictionNotice_Question1_Answer2,"Não, não é. É território Khan. Nós conquistamos! Se quiser de volta, lute por isso!"
QuestLoc_EvictionNotice_Question1_Choice3,"Me deixe falar com seu chefe, por favor!"
QuestLoc_EvictionNotice_Question1_Answer3,"Muito bem, você pode passar. Desculpe se te atacarem no caminho."
QuestLoc_EvictionNotice_Question2,"Agora você enfrenta os Crazy Khans! Se gostarem de você, não vão te matar. Os Crazy Khans gostam de você?"
QuestLoc_EvictionNotice_Question2_Choice1,"Somos muito legais! Além disso, vocês não podem nos matar."
QuestLoc_EvictionNotice_Question2_Answer1,"Hahahaha! Claro que podemos. Mas não vamos, porque vocês são tão simpáticos."
QuestLoc_EvictionNotice_Question2_Choice2,Essa não é uma atitude muito acolhedora.
QuestLoc_EvictionNotice_Question2_Answer2,Que tal isso como boas-vindas?
QuestLoc_EvictionNotice_Question2_Choice3,Estou me perguntando se os Crazy Khans gostam dos Crazy Khans.
QuestLoc_EvictionNotice_Question2_Answer3,Não faça os Crazy Khans pensar! Filosofia é só para o chefe!
QuestLoc_EvictionNotice_Question3,A notícia da sua chegada me alcançou antes mesmo de você pôr os pés nos meus domínios. O que deseja?
QuestLoc_EvictionNotice_Question3_Choice1,Queremos que isso volte a ser um motel. Topa?
QuestLoc_EvictionNotice_Question3_Answer1,"Humph. Não, não topo. Se quiser tomar o território, tome pela força como nós fizemos!"
QuestLoc_EvictionNotice_Question3_Choice2,Você está estragando o clima de Novac.
QuestLoc_EvictionNotice_Question3_Answer2,"Novac nunca foi tão forte e livre. Veja, vou te mostrar como você pode ser livre!"
QuestLoc_EvictionNotice_Question3_Choice3,"Odeio dizer isso, mas… vocês todos cheiram muito mal."
QuestLoc_EvictionNotice_Question3_Answer3,Espere alguns dias e você vai cheirar muito pior do que nós!
QuestLoc_EvictionNotice_Soliloquy1,"Ei, olha, esse lugar está cheio de coisas legais. Dá uma olhada! Uma roupa de banho de verdade!"
QuestLoc_EvictionNotice_Soliloquy1_2,Nunca se sabe quando você pode encontrar uma piscina no Wasteland…
QuestLoc_EvictionNotice_Soliloquy2,Esses Khans são tão descuidados. Deixando essas coisas bacanas jogadas por aí!
QuestLoc_GhoulSupplies_QuestName,Suprimentos do Ghoul
QuestLoc_GhoulSupplies_QuestLongDesc,"Temos espaço para o nosso novo motel, mas agora precisamos de coisas para colocar nele. Aparentemente, há um vendedor Ghoul por aqui que pode nos ajudar."
QuestLoc_GhoulSupplies_QuestShortDesc,Encontre o vendedor Ghoul para ajudar a mobiliar nosso novo motel.
QuestLoc_GhoulSupplies_QuestObjective1,Pergunte sobre o vendedor
QuestLoc_GhoulSupplies_QuestObjective2,Feche um acordo com o vendedor
QuestLoc_GhoulSupplies_CombatInit1,Rrrruuuuuug!
QuestLoc_GhoulSupplies_CombatInit2,Aarrrrrrt!
QuestLoc_GhoulSupplies_CombatInit3,Grrrrrraaaand piano!
QuestLoc_GhoulSupplies_Question1,"Olá, bem-vindo às Mobílias com Desconto do Ghoul! Como posso ajudar?"
QuestLoc_GhoulSupplies_Question1_Choice1,Estamos procurando um vendedor.
QuestLoc_GhoulSupplies_Question1_Answer1,Deve haver um dos nossos funcionários Ghoul que não é Feral. Boa sorte encontrando-o!
QuestLoc_GhoulSupplies_Question1_Choice2,Só dando uma olhada!
QuestLoc_GhoulSupplies_Question1_Answer2,"Tudo bem, fique à vontade. Mas tome cuidado, pois parte do nosso pessoal de vendas ficou Feral."
QuestLoc_GhoulSupplies_Question1_Choice3,"Mobile o nosso motel, por favor!"
QuestLoc_GhoulSupplies_Question1_Answer3,"Com certeza! Por favor, dirija-se ao nosso escritório de vendas. Cuidado no caminho!"
QuestLoc_GhoulSupplies_Question2,"Ei, vocês estão precisando de ajuda com o motel, certo? O que têm para negociar?"
QuestLoc_GhoulSupplies_Question2_Choice1,Estamos nadando em Caps.
QuestLoc_GhoulSupplies_Question2_Answer1,"Maravilhoso! Eu também adoro nadar em tampinhas de garrafa. Bem, na verdade não, elas ficam presas na minha pele se eu fizer isso."
QuestLoc_GhoulSupplies_Question2_Choice2,Fabricamos RadAway.
QuestLoc_GhoulSupplies_Question2_Answer2,"Oh, que conveniente! Por RadAway suficiente, vou ajudá-los da melhor forma que puder."
QuestLoc_GhoulSupplies_Question2_Choice3,Um suprimento vitalício de Nuka-Cola?
QuestLoc_GhoulSupplies_Question2_Answer3,Uau! Isso sim é uma oferta! Já apareço por aí com todos os móveis e eletrodomésticos que conseguir.
QuestLoc_GhoulSupplies_Question3,Tudo o que eu queria eram alguns móveis! Mas fico correndo pela minha vida há horas!
QuestLoc_GhoulSupplies_Question3_Choice1,"Siga os cadáveres de Ghoul, você vai ficar bem."
QuestLoc_GhoulSupplies_Question3_Answer1,Que alívio. Pegue esta arma que eu ia usar para barganhar!
QuestLoc_GhoulSupplies_Soliloquy1,Uma loja de móveis com funcionários Ghoul?
QuestLoc_GhoulSupplies_Soliloquy1_2,"Espero que os preços sejam justos, não ferais! Hahaha… ha…"
QuestLoc_GhoulSupplies_Soliloquy1_3,"Tudo bem, vamos continuar."
QuestLoc_Headhunting_QuestName,Recrutamento
QuestLoc_Headhunting_QuestLongDesc,Aparentemente há alguém com habilidades administrativas que foi sequestrado por Raiders. Vamos tirá-lo de lá e talvez em troca ele nos ajude a administrar o motel!
QuestLoc_Headhunting_QuestShortDesc,Resgate um gerente de um grupo de Raiders.
QuestLoc_Headhunting_QuestObjective1,Resgatar o Sr. Gerente
QuestLoc_Headhunting_CombatInit1,Pelo Sr. Gerente!
QuestLoc_Headhunting_CombatInit2,Pela hora da história!
QuestLoc_Headhunting_Question1,"Você não está um pouco longe de casa, morador do Vault?"
QuestLoc_Headhunting_Question1_Choice1,Estamos procurando um gerente.
QuestLoc_Headhunting_Question1_Answer1,Deve ser o Sr. Gerente. Ele está ficando conosco! Ele nos conta histórias! E agora vocês morrem!
QuestLoc_Headhunting_Question1_Choice2,"Vocês têm um refém, nós temos um resgate."
QuestLoc_Headhunting_Question1_Answer2,Morreremos antes de entregar o Sr. Gerente! Ele nos conta histórias!
QuestLoc_Headhunting_Question1_Choice3,Vocês gostariam de administrar um hotel?
QuestLoc_Headhunting_Question1_Answer3,Administrar? Então vocês vieram pelo Sr. Gerente. Nunca vão levá-lo! Ele nos conta histórias!
QuestLoc_Headhunting_Question2,"Ei, você não é do grupo. O que está fazendo aqui?"
QuestLoc_Headhunting_Question2_Choice1,"Sou do Vault, estou aqui para te resgatar."
QuestLoc_Headhunting_Question2_Answer1,"Você não é um pouco baixinho para ser um Dweller do Vault? Tanto faz, já estou farto de histórias para dormir."
QuestLoc_Headhunting_Question2_Choice2,Precisamos de um gerente de motel.
QuestLoc_Headhunting_Question2_Answer2,"Oh, ahn, claro. Então isso significa que estou livre das histórias para dormir?"
QuestLoc_Headhunting_Question2_Choice3,Que tal uma mudança de carreira?
QuestLoc_Headhunting_Question2_Answer3,"Sim, por favor! Eu faria qualquer coisa para parar de contar histórias para dormir para esses esquisitos."
QuestLoc_Headhunting_Soliloquy1,"Bem, foi aqui que o rastro nos trouxe. Um homem conhecido como ""Sr. Gerente"" deveria estar aqui."
QuestLoc_Headhunting_Soliloquy1_2,Dizem que ele pode organizar qualquer coisa. Exceto a própria fuga desses Raiders.
QuestLoc_Headhunting_Soliloquy1_3,Vamos tirá-lo daqui!
QuestLoc_CleaningHouse_QuestName,Serviço de Quarto
QuestLoc_CleaningHouse_QuestLongDesc,O motel está quase pronto! Mas esses Khans deixaram uma bagunça que atraiu uma porção de pragas. Vamos expulsá-las antes de abrir as portas.
QuestLoc_CleaningHouse_QuestShortDesc,Limpe o motel de criaturas perigosas antes de abrir.
QuestLoc_CleaningHouse_QuestObjective1,Limpar o motel
QuestLoc_CleaningHouse_Question1,Ah! Não atire! Estamos só nos escondendo aqui! Estamos apaixonados!
QuestLoc_CleaningHouse_Question1_Choice1,Robôs não podem te amar.
QuestLoc_CleaningHouse_Question1_Answer1,O quê? Não podem? Eu estive vivendo uma mentira!
QuestLoc_CleaningHouse_Question1_Choice2,Pode ficar se pagar a conta.
QuestLoc_CleaningHouse_Question1_Answer2,"Oh! Ahn, espero que isso seja suficiente."
QuestLoc_CleaningHouse_Question1_Choice3,Estamos só aqui para limpar.
QuestLoc_CleaningHouse_Question1_Answer3,Ah… tudo bem! Estou indo embora! Ele só vai pegar nossas coisas e virá logo depois. Prometo!
QuestLoc_CleaningHouse_Question2,"Muito bem, limpamos o prédio! Agora podemos abrir. Tem uma fita vermelha em algum lugar, ou…?"
QuestLoc_CleaningHouse_Question2_Choice1,NÓS limpamos? O que você fez?
QuestLoc_CleaningHouse_Question2_Answer1,"Ah, você sabe. Gerenciei as coisas. Olha, todos somos parte da equipe. Vamos parar de nos prender aos detalhes!"
QuestLoc_CleaningHouse_Question2_Choice2,Uhuu! Vamos festejar!
QuestLoc_CleaningHouse_Question2_Answer2,Isso sim eu gosto de ouvir. Vou buscar as drogas!
QuestLoc_CleaningHouse_Question2_Choice3,Você tem qualificação para isso?
QuestLoc_CleaningHouse_Question2_Answer3,"Claro! Quer dizer, olha, sou criativo, vou descobrir um jeito. Não se preocupe. Vamos, já nos conhecemos há dias!"
QuestLoc_CleaningHouse_Soliloquy1,"Bem, esse lugar deveria estar pronto. Onde está o Sr. Gerente?"
QuestLoc_CleaningHouse_Soliloquy1_2,"Ugh, na verdade ainda está bem nojento. E acho que ouço insetos. Vamos limpar."
QuestLoc_DeathclawDeeLite_1_QuestName,Carne de Deathclaw
QuestLoc_DeathclawDeeLite_1_QuestLongDesc,"Nosso novo cão está parecendo preocupado. O que é, rapaz? Quer que a gente te siga? Talvez seja comida deliciosa, como Cram, bife de Brahmin, ou… carne de Deathclaw!"
QuestLoc_DeathclawDeeLite_1_QuestShortDesc,Siga o cão de volta a Novac… o que poderá estar nos esperando lá?
QuestLoc_DeathclawDeeLite_1_QuestObjective1,Matar o Deathclaw Alpha
QuestLoc_DeathclawDeeLite_1_Question1,O que esses Deathclaws estão fazendo no nosso motel?
QuestLoc_DeathclawDeeLite_1_Question1_Choice1,Talvez eles só quisessem um quarto.
QuestLoc_DeathclawDeeLite_1_Question1_Answer1,"Bem, não são nada bons para o negócio. Temos que expulsá-los."
QuestLoc_DeathclawDeeLite_1_Question1_Choice2,Será que eles pagariam aluguel?
QuestLoc_DeathclawDeeLite_1_Question1_Answer2,Não custa perguntar!
QuestLoc_DeathclawDeeLite_1_Question1_Choice3,Espero que não tenham comido nenhum cliente.
QuestLoc_DeathclawDeeLite_1_Question1_Answer3,"Puxa, isso seria ruim. Pelo menos vamos verificar os intestinos deles em busca de chaves."
QuestLoc_DeathclawDeeLite_1_Question2,ROOOOOAAARR!
QuestLoc_DeathclawDeeLite_1_Question2_Choice1,Esse aí deve ser o Alpha. Ninguém perde a cabeça!
QuestLoc_DeathclawDeeLite_1_Question2_Answer1,Grawrrrarlllgr!
QuestLoc_DeathclawDeeLite_1_Soliloquy1,"Oh, ei, uma caixa torácica. Parece fresca. Que susto."
QuestLoc_DeathclawDeeLite_1_Soliloquy2,Isso não é nada bom para nossa imagem pública como um lugar seguro para se hospedar.
QuestLoc_DeathclawDeeLite_2_QuestName,Missão de Busca
QuestLoc_DeathclawDeeLite_2_QuestLongDesc,"Alguma coisa precisa ser feita em relação a esses Deathclaws! Aparentemente, há uma médica que pode preparar um veneno forte que os manterá afastados de uma vez por todas. Vamos falar com ela!"
QuestLoc_DeathclawDeeLite_2_QuestShortDesc,Fale com uma médica sobre um pesticida para Deathclaw.
QuestLoc_DeathclawDeeLite_2_QuestObjective1,Fale com a Doutora
QuestLoc_DeathclawDeeLite_2_CombatInit1,Não interfira! Precisamos de remédios!
QuestLoc_DeathclawDeeLite_2_Question1,Não sei quem você é… mas precisa nos ajudar! Estamos sendo atacados!
QuestLoc_DeathclawDeeLite_2_Question1_Choice1,Cuidamos disso. Se você cuidar de nós.
QuestLoc_DeathclawDeeLite_2_Question1_Answer1,"Oh, obrigado! Nossa médica está em algum lugar lá em cima… por favor, se apresse!"
QuestLoc_DeathclawDeeLite_2_Question1_Choice2,Esses malditos Raiders! Numa casa da ciência?!
QuestLoc_DeathclawDeeLite_2_Question1_Answer2,"Eu sei, né? Faça o que puder! Nossa médica está em algum lugar lá em cima!"
QuestLoc_DeathclawDeeLite_2_Question1_Choice3,Não se preocupe. Vamos lidar com eles.
QuestLoc_DeathclawDeeLite_2_Question1_Answer3,"Ah, é, vocês parecem durões! Vai lá!"
QuestLoc_DeathclawDeeLite_2_Question2,Ah! Finalmente me encontraram… Suponho que vocês queiram…
QuestLoc_DeathclawDeeLite_2_Question2_2,"Ah, vocês não são Raiders. O que… posso fazer por vocês?"
QuestLoc_DeathclawDeeLite_2_Question2_Choice1,Tem alguma coisa para lidar com Deathclaws?
QuestLoc_DeathclawDeeLite_2_Question2_Answer1,"Ah, claro. Use este veneno em cada ovo que ver e mate os adultos. Deve ser fácil para vocês!"
QuestLoc_DeathclawDeeLite_2_Question2_Choice2,"Doutora, temos um caso de Deathclaws."
QuestLoc_DeathclawDeeLite_2_Question2_Answer2,"Oh, meu Deus. Parece grave. Você terá que matar os Alphas e usar este veneno nos ovos. Boa sorte!"
QuestLoc_DeathclawDeeLite_2_Soliloquy1,Tem alguém aqui? Isso não deveria ser um centro científico movimentado?
QuestLoc_DeathclawDeeLite_2_Soliloquy1_2,Espero que possamos encontrar nossa especialista em Deathclaw aqui…
QuestLoc_DeathclawDeeLite_3_QuestName,Deathcidio
QuestLoc_DeathclawDeeLite_QuestLineName,Deathclaw Dee-Lite
QuestLoc_DeathclawDeeLite_3_QuestLongDesc,"Agora temos um veneno para Deathclaw. Acho que devemos borrifar o ninho perto do motel para resolver o problema, e não o motel em si."
QuestLoc_DeathclawDeeLite_3_QuestShortDesc,Borrife veneno no ninho de Deathclaw.
QuestLoc_DeathclawDeeLite_3_QuestObjective1,Borrife o ninho de Deathclaw
QuestLoc_DeathclawDeeLite_3_QuestObjective2,Matar os Deathclaws adultos (1/2)
QuestLoc_DeathclawDeeLite_3_QuestObjective3,Matar os Deathclaws adultos (2/2)
QuestLoc_DeathclawDeeLite_3_Question1,"Humanos. Por favor, não me ataquem. Não compartilho da tendência violenta dos meus semelhantes."
QuestLoc_DeathclawDeeLite_3_Question1_2,"Sou um prisioneiro voluntário aqui, pelo pecado de desejar um estilo de vida menos violento para o meu povo."
QuestLoc_DeathclawDeeLite_3_Question1_3,Agora sou livre. O que os trouxe a este lugar selvagem?
QuestLoc_DeathclawDeeLite_3_Question1_Choice1,"Seus, ahn, semelhantes atacaram o nosso motel."
QuestLoc_DeathclawDeeLite_3_Question1_Answer1,"E você está aqui para exterminá-los, sem dúvida. Não te guardo rancor. Não havia como raciocinar com eles."
QuestLoc_DeathclawDeeLite_3_Question1_Choice2,Matar a sua família e envenenar seus ovos?
QuestLoc_DeathclawDeeLite_3_Question1_Answer2,"Não se preocupe, não vou te deter. Vou procurar outros como eu, que busquem a paz, e provavelmente morrerei sozinho."
QuestLoc_DeathclawDeeLite_3_Question1_Choice3,"Lidar com pragas, e você é uma delas!"
QuestLoc_DeathclawDeeLite_3_Question1_Answer3,"Ah. Os humanos não são diferentes, afinal. Sou o último dos seus inimigos. Agora pereça!"
QuestLoc_DeathclawDeeLite_3_Question2,São os ovos de Deathclaw… como devemos fazer isso?
QuestLoc_DeathclawDeeLite_3_Question2_Choice1,<Borrifar cuidadosamente apenas os ovos>
QuestLoc_DeathclawDeeLite_3_Question2_Choice2,<Borrifar tudo à loucura pela sala inteira>
QuestLoc_DeathclawDeeLite_3_Question2_Answer1,Precisão cirúrgica!
QuestLoc_DeathclawDeeLite_3_Question2_Answer2,EXTERMINAR!!!
QuestLoc_DeathclawDeeLite_4_QuestName,"Ghoul, Deita!"
QuestLoc_DeathclawDeeLite_4_QuestLongDesc,Aparentemente nosso spray anti-Deathclaw é como mel para Ghouls Ferais. Elimine-os para que possamos voltar a funcionar!
QuestLoc_DeathclawDeeLite_4_QuestShortDesc,Elimine os Ghouls Ferais do motel para que ele possa funcionar novamente.
QuestLoc_DeathclawDeeLite_4_QuestObjective1,Eliminar os Ghouls Ferais
QuestLoc_DeathclawDeeLite_4_CombatInit1,"Um quarto, por favor!"
QuestLoc_DeathclawDeeLite_4_CombatInit2,Essa decoração é horrível!
QuestLoc_DeathclawDeeLite_4_CombatInit3,Fome! Fome!!!
QuestLoc_DeathclawDeeLite_4_Question1,"AAAARG NÃO POR FAVOR NÃO— ah, é você. Caramba!"
QuestLoc_DeathclawDeeLite_4_Question1_2,Tenho a dizer que alguns dos nossos clientes são bem agressivos! Quero adicional de periculosidade!
QuestLoc_DeathclawDeeLite_4_Question1_Choice1,Te salvei. Você deveria me pagar.
QuestLoc_DeathclawDeeLite_4_Question1_Answer1,"O quê?! Eu… bem, você tem razão. Tome, é tudo que tenho comigo. Vamos chamar de quites."
QuestLoc_DeathclawDeeLite_4_Question1_Choice2,O que você quer? É o Wasteland.
QuestLoc_DeathclawDeeLite_4_Question1_Answer2,"Ugh. Você tem razão, claro. Tudo bem, de volta ao trabalho, eu acho…"
QuestLoc_DeathclawDeeLite_4_Question1_Choice3,"Não, de nada. Procure outro emprego se quiser."
QuestLoc_DeathclawDeeLite_4_Question1_Answer3,"Tudo bem! Vou fazer isso! … Ah, para quem estou falando? Não tenho para onde ir."
QuestLoc_DeathclawDeeLite_4_Question2,Bleehh… c… cama! Cheiro! BOM!
QuestLoc_DeathclawDeeLite_4_Question2_2,Quer… PARCEIRO… Aaaagh!
QuestLoc_DeathclawDeeLite_4_Question2_Choice1,"Você quer UM parceiro? Tudo bem, só vá embora!"
QuestLoc_DeathclawDeeLite_4_Question2_Answer1,Nnnnaaaahh!
QuestLoc_DeathclawDeeLite_4_Question2_Choice2,"Você quer se ACASALAR?! Tudo bem, mas pague primeiro!"
QuestLoc_DeathclawDeeLite_4_Question2_Answer2,Brrrroooooke!
QuestLoc_S2_QL2_Q1_Doc_QuestName,"Doutora, Doutora, Me Dá os Suprimentos"
QuestLoc_S2_QL2_Area51_QuestLineName,O dia em que a Área 51 parou
QuestLoc_S2_QL2_Q1_Doc_QuestLongDesc,Há rumores de que a Área 51 está repleta de tecnologia que poderia beneficiar nosso Vault. Com certeza será fortemente vigiada: é melhor estocar suprimentos médicos.
QuestLoc_S2_QL2_Q1_Doc_QuestShortDesc,Precisamos de suprimentos médicos antes da nossa investida na Área 51.
QuestLoc_S2_QL2_Q1_Doc_QuestObjective1,"""Convencer"" uma médica a entregar suprimentos médicos."
QuestLoc_S2_QL2_Q1_Doc_CombatInit2,Estamos esperando para ver um médico há dias. Vocês serão bons para passar o tempo!
QuestLoc_S2_QL2_Q1_Doc_CombatInit3,EU DISSE QUE NÃO VOU DEIXAR VOCÊS PEGAREM MEUS BRAÇOS!!!!!!
QuestLoc_S2_QL2_Q1_Doc_Question1_Line1,Bem-vindo à triagem.
QuestLoc_S2_QL2_Q1_Doc_Question1_Line2,Posso lhes oferecer a ghoulificação? Talvez um pouquinho de trepanação?
QuestLoc_S2_QL2_Q1_Doc_Question1_Line3,"Claro, estamos sempre prontos para realizar uma amputação."
QuestLoc_S2_QL2_Q1_Doc_Question1_Line1_Choice1,"Na verdade, viemos para comprar!"
QuestLoc_S2_QL2_Q1_Doc_Question1_Line1_Answer1,"Ah, então estão com sorte: clientes passam na frente da fila."
QuestLoc_S2_QL2_Q1_Doc_Question1_Line1_Choice2,Isso é um assalto!
QuestLoc_S2_QL2_Q1_Doc_Question1_Line1_Answer2,"Claro, queridos! Sigam até as salas grandes com paredes acolchoadas e a equipe vai atendê-los."
QuestLoc_S2_QL2_Q1_Doc_Question1_Line1_Choice3,Quanto tempo de espera?
QuestLoc_S2_QL2_Q1_Doc_Question1_Line1_Answer3,Ninguém morreu de velho esperando... ainda.
QuestLoc_S2_QL2_Q1_Doc_Question4,Vieram para um exame de vista?
QuestLoc_S2_QL2_Q1_Doc_Question4_Choice1,"Se vier com Stimpaks de graça, com certeza!"
QuestLoc_S2_QL2_Q1_Doc_Question4_Answer1,Oh! Não sou médica. Conserto eyebots. Achei que fosse óbvio.
QuestLoc_S2_QL2_Q1_Doc_Question4_Choice2,"Oh! Ha, eyebots! Entendi! Engraçado!"
QuestLoc_S2_QL2_Q1_Doc_Question4_Answer2,"Conserto robôs. Sem robô, sem serviço: circulando."
QuestLoc_S2_QL2_Q1_Doc_Question5,"Vocês querem suprimentos médicos, pelo que entendi?"
QuestLoc_S2_QL2_Q1_Doc_Question5_Choice1,Entregue-os ou te mandamos para o necrotério!
QuestLoc_S2_QL2_Q1_Doc_Question5_Answer1,Roubar dos doentes? Você vai se sentir muito culpado por isso…
QuestLoc_S2_QL2_Q1_Doc_Question5_Choice2,"Por favor, boa senhora, estamos desesperadamente precisando de Stimpaks."
QuestLoc_S2_QL2_Q1_Doc_Question5_Answer2,"Podemos dispensar alguns, mas guarde segredo. Se tivéssemos que distribuir toda vez..."
QuestLoc_S2_QL2_Q2_Field_QuestName,Excursão Radioativa
QuestLoc_S2_QL2_Q2_Field_QuestLongDesc,"Graças aos nossos contatos, temos confiança de que podemos convencer a Brotherhood of Steel a assinar a papelada do equipamento que usaremos para invadir as próprias instalações deles. Ah! Que ironia!"
QuestLoc_S2_QL2_Q2_Field_QuestShortDesc,Encontre o paladino em serviço e peça para assinar um formulário de requisição.
QuestLoc_S2_QL2_Q2_Field_QuestObjective1,Faça o paladino assinar a requisição.
QuestLoc_S2_QL2_Q2_Field_Question1_Line1,Filho de um Mole Rat! Os chefões levaram um tempão para mandar reforços.
QuestLoc_S2_QL2_Q2_Field_Question1_Line2,"Mas ei, pelo menos vocês estão aqui agora."
QuestLoc_S2_QL2_Q2_Field_Question1_Choice1,"Ahn… sim, claro… nós somos os reforços."
QuestLoc_S2_QL2_Q2_Field_Question1_Answer1,"Vocês parecem recrutas, não os soldados de elite que pedimos. Acho que podemos usá-los como distração."
QuestLoc_S2_QL2_Q2_Field_Question1_Choice2,Estamos procurando o paladino responsável. Temos papelada.
QuestLoc_S2_QL2_Q2_Field_Question1_Answer2,Então vocês não estão aqui para nos ajudar? Os burocratas vão ser nossa perdição.
QuestLoc_S2_QL2_Q2_Field_Question1_Choice3,Vocês já estão meio mortos. Podemos dar o golpe de misericórdia se quiserem.
QuestLoc_S2_QL2_Q2_Field_Question1_Answer3,"Vocês não são reforços. Irmãos, às armas!"
QuestLoc_S2_QL2_Q2_Field_Question2,"Se estão aqui, devem ter aberto caminho pelos Radscorpions. Impressionante!"
QuestLoc_S2_QL2_Q2_Field_Question2_Choice1,"Exato, vocês estão livres! Só assine na linha pontilhada aqui… e as iniciais aqui… e aqui…"
QuestLoc_S2_QL2_Q2_Field_Question2_Answer1,"Espera, o quê? Vieram até aqui por um formulário de requisição? Suponho que estejam em dívida conosco. Passa aqui."
QuestLoc_S2_QL2_Q2_Field_Question2_Choice2,Estamos aqui para oferecer a chance de ganhar um milhão de Caps. Você já pode ser um vencedor.
QuestLoc_S2_QL2_Q2_Field_Question2_Answer2,"Ooooh, um sorteio! Adoro isso. Rápido, deixa eu assinar!"
